Id,Label,season,season_title,node_type,region,episode
10949,Zing Zap Togedemaru!,20,Sun & Moon,episode,alola,7
10950,"The Marketplace Wanderer, Litten!",20,Sun & Moon,episode,alola,8
10951,Who's in Charge of the Egg?,20,Sun & Moon,episode,alola,9
10952,The Totem Pokémon is Gumshoos!,20,Sun & Moon,episode,alola,10
10953,Will the Z-Move Work?! Challenging the Grand Trial!!,20,Sun & Moon,episode,alola,11
10954,Ash visits Kiawe!,20,Sun & Moon,episode,alola,12
10955,The Extracurricular Lesson is on Mareanie?!,20,Sun & Moon,episode,alola,13
10956,The Great Alola Pancake Race!,20,Sun & Moon,episode,alola,14
10957,The Fruit of Courage: Lillie and Vulpix!,20,Sun & Moon,episode,alola,15
10958,"Scratchmark Hill, Rockruff and Lycanroc!!",20,Sun & Moon,episode,alola,16
10959,A Tiny Trio on a Big Adventure!!,20,Sun & Moon,episode,alola,17
10960,Alola Detective Rotom! The Mystery of the Lost Crystal!!,20,Sun & Moon,episode,alola,18
10961,For Real?! Mallow's Cooking Operation!,20,Sun & Moon,episode,alola,19
10962,Intense Electric Shock Training! A Rematch with Tapu Koko!!,20,Sun & Moon,episode,alola,20
10963,The Promise Between Ash and Pikachu,20,Sun & Moon,episode,alola,21
10964,It is Time for Litten to Set Off!!,20,Sun & Moon,episode,alola,22
10965,Beware of Shovels!!!,20,Sun & Moon,episode,alola,23
10966,Here's a Real Shocker! A Dugtrio Split-Up?!,20,Sun & Moon,episode,alola,24
10967,Alola! The First Visitation Day!!,20,Sun & Moon,episode,alola,25
10968,The Fight Over the Crystal! Team Rocket VS Team Skull!!,20,Sun & Moon,episode,alola,26
10969,"Farewell, Sophocles!",20,Sun & Moon,episode,alola,27
10970,"Come Forth, Lycanroc with the Crimson Look!!",20,Sun & Moon,episode,alola,28
10971,The Fierce Pokébase Match! Aim for a Home Run to Turn the Tide!!,20,Sun & Moon,episode,alola,29
10972,"Hey Mush, Are You Going to Sleep in the Morelull Forest Too?",20,Sun & Moon,episode,alola,30
10973,"Lillie, Take Good Care of Pikachu",20,Sun & Moon,episode,alola,31
10974,"Enter Olivia! Cry and Laugh, Island Queen!!",20,Sun & Moon,episode,alola,32
10975,We Found a Treasure! Stoutland Search!!,20,Sun & Moon,episode,alola,33
10976,"Little Wishiwashi Isn't Lacking, It's the Lord of the Lake!",20,Sun & Moon,episode,alola,34
10977,A Fire Battle! Marowak Shows Up!,20,Sun & Moon,episode,alola,35
10978,A Curry-zy Beautiful Battle! The Dance of Lurantis!,20,Sun & Moon,episode,alola,36
10979,Olivia's Grand Trial! The Hardest Pokémon Match Ever!!,20,Sun & Moon,episode,alola,37
10980,Rockruff and the Guardian Diety of the Ruins of Life,20,Sun & Moon,episode,alola,38
10981,Mimikyu's Disguise!,20,Sun & Moon,episode,alola,39
10982,Mallow the Runaway and Oranguru!,20,Sun & Moon,episode,alola,40
10983,"Popplio, Brionne and the An-chor-gry Dhelmise!",20,Sun & Moon,episode,alola,41
10984,"Dash, Charjabug!",20,Sun & Moon,episode,alola,42
10985,An Alola! in Kanto! Brock & Misty!!,20,Sun & Moon,episode,alola,43
10986,Gym Battle! Z-Move VS Mega Evolution!!,20,Sun & Moon,episode,alola,44
10987,Ash and Nebby! A Mysterious Encounter!!,21,Sun & Moon: Ultra Adventures,episode,alola,1
10988,Nebby's Panic! The Teleport Happened Suddenly!!!!,21,Sun & Moon: Ultra Adventures,episode,alola,2
10989,"C'mon, Search for the Transformed Ditto!",21,Sun & Moon: Ultra Adventures,episode,alola,3
10990,Gladion & Silvally! The Confinement Mask!!,21,Sun & Moon: Ultra Adventures,episode,alola,4
10991,Strike a Fully Powered Pose for a Sleepover!,21,Sun & Moon: Ultra Adventures,episode,alola,5
10992,Lillie & Silvally: Memories Reborn!,21,Sun & Moon: Ultra Adventures,episode,alola,6
10993,Faba Strikes Back! Nebby Gets Abducted!!,21,Sun & Moon: Ultra Adventures,episode,alola,7
10994,EffortfuLillie! A Determined Runaway Act!,21,Sun & Moon: Ultra Adventures,episode,alola,8
10995,The Altar of the Sunne! Solgaleo Descends!!,21,Sun & Moon: Ultra Adventures,episode,alola,9
10996,Hurry Up! Operation: Rescue Lusamine!!,21,Sun & Moon: Ultra Adventures,episode,alola,10
10997,"Shine, Z-Power Ring! A Super Fully Powered 10,000,000 Volt Thunderbolt!!",21,Sun & Moon: Ultra Adventures,episode,alola,11
10998,"Thank You, Solgaleo! You are Our Nebby!!",21,Sun & Moon: Ultra Adventures,episode,alola,12
10999,A Strong Sleeper: Komala's Secret,21,Sun & Moon: Ultra Adventures,episode,alola,13
11000,Rotom Won't Stop Undergoing Forme Change!,21,Sun & Moon: Ultra Adventures,episode,alola,14
11001,"Don't Cry-de, Mareanie!",21,Sun & Moon: Ultra Adventures,episode,alola,15
11002,Mallow & Lana: Bittersweet Memories!,21,Sun & Moon: Ultra Adventures,episode,alola,16
11003,Lillie is Soaring Through The Air! The PokéSled Jump Tournament,21,Sun & Moon: Ultra Adventures,episode,alola,17
11004,Set Off! You Are Our Ultra Guardians!!,21,Sun & Moon: Ultra Adventures,episode,alola,18
11005,The Dark Meowth is Alolan Meowth!?,21,Sun & Moon: Ultra Adventures,episode,alola,19
11006,"Burn with Passion, Litten! Down with Incineroar!!",21,Sun & Moon: Ultra Adventures,episode,alola,20
11007,Ash and Passimian! A Touchdown of Friendship!!,21,Sun & Moon: Ultra Adventures,episode,alola,21
11008,Ilima and Eevee Have Ilimade Their Entrance!!,21,Sun & Moon: Ultra Adventures,episode,alola,22
11009,Smashing with Sketch! The Fierce Poké-Ping Pong Match!!,21,Sun & Moon: Ultra Adventures,episode,alola,23
11010,Pika Pika Sparkling Love! Poipole Spins Round and Round!!,21,Sun & Moon: Ultra Adventures,episode,alola,24
11011,Work Experience! Around the Clock with the Pokémon Center!,21,Sun & Moon: Ultra Adventures,episode,alola,25
11012,"Shine On, Starship Celesteela!",21,Sun & Moon: Ultra Adventures,episode,alola,26
11013,Protect the Farm! The Blue Flame Strikes Back!!,21,Sun & Moon: Ultra Adventures,episode,alola,27
11014,Dewpider gets Lana!,21,Sun & Moon: Ultra Adventures,episode,alola,28
11015,"Ta-Dough! Burn with Passion, Mallow's Family!",21,Sun & Moon: Ultra Adventures,episode,alola,29
11016,"Team Rocket, Get a Z-Ring!!",21,Sun & Moon: Ultra Adventures,episode,alola,30
11017,This Tough Old Geezer's the Island Kahuna?!,21,Sun & Moon: Ultra Adventures,episode,alola,31
11018,Tapu Bulu! Intense Slacker Training!!,21,Sun & Moon: Ultra Adventures,episode,alola,32
11019,The Decisive Super Battle! Pikachu VS Mimikyu!!,21,Sun & Moon: Ultra Adventures,episode,alola,33
11020,Nanu's Grand Trial! The Awakening of Lycanroc!,21,Sun & Moon: Ultra Adventures,episode,alola,34
11021,Ultra Beast Clash! Operation: Boom Boom Crackle!!,21,Sun & Moon: Ultra Adventures,episode,alola,35
11022,Minior and Poipole: A Promise that Got Lost in the Starry Skies!,21,Sun & Moon: Ultra Adventures,episode,alola,36
11023,A Sandshrew's Storm! An Ice Hole Double Battle!!,21,Sun & Moon: Ultra Adventures,episode,alola,37
11024,The Young Flame of Alola! The Birth of Royal Ash!!,21,Sun & Moon: Ultra Adventures,episode,alola,38
11025,Won't You Give us a Dance Dance Evolution?,21,Sun & Moon: Ultra Adventures,episode,alola,39
11026,Ash Becomes Tiny,21,Sun & Moon: Ultra Adventures,episode,alola,40
11027,The Shape of Family: Poipole's Feelings!,21,Sun & Moon: Ultra Adventures,episode,alola,41
11028,Leap 'n' Climb: Stakataka!,21,Sun & Moon: Ultra Adventures,episode,alola,42
11029,I Choose Here! The Pokémon Steam Paradise!!,21,Sun & Moon: Ultra Adventures,episode,alola,43
11030,Crisis in Alola! The Darkness that Eats Radiance!!,21,Sun & Moon: Ultra Adventures,episode,alola,44
11031,Lunala VS UB: BLACK! A Battle at Full Moon!!,21,Sun & Moon: Ultra Adventures,episode,alola,45
11032,A Prism of Light and Darkness: Its name is Necrozma!,21,Sun & Moon: Ultra Adventures,episode,alola,46
11033,Connect to the Future! The Legend of the Blinding One!!,21,Sun & Moon: Ultra Adventures,episode,alola,47
11034,It's an Outbreak-chu! The Pikachu Valley!!,21,Sun & Moon: Ultra Adventures,episode,alola,48
11035,Kukui Up Against the Wall! A Second Masked Royal!!,21,Sun & Moon: Ultra Adventures,episode,alola,49
11036,The Hero Lilliel and the Alolan Cane!,22,Sun & Moon: Ultra Legends,episode,alola,1
11037,Ghost Pokémon Everywhere! Everyone's Haunted House!!,22,Sun & Moon: Ultra Legends,episode,alola,2
11038,"Wela Volcano: The Graveler, the Golem and the Hikers!",22,Sun & Moon: Ultra Legends,episode,alola,3
11039,Team Rocket & Stufful!,22,Sun & Moon: Ultra Legends,episode,alola,4
11040,Dartrix the Master!!! Rowlet the Sleeperzzz,22,Sun & Moon: Ultra Legends,episode,alola,5
11041,The Duo Splits Up!? Ash & Rotom,22,Sun & Moon: Ultra Legends,episode,alola,6
11042,Where is Eevee Going? To the End of the World for the Sake of a Meeting!,22,Sun & Moon: Ultra Legends,episode,alola,7
11043,The Lightning that Blocks Wind! Its name is Zeraora,22,Sun & Moon: Ultra Legends,episode,alola,8
11044,Fire it Off! The Twin Gigavolt Havoc of Friendship!!,22,Sun & Moon: Ultra Legends,episode,alola,9
11045,An Alola! in Alola! Brock and Misty!,22,Sun & Moon: Ultra Legends,episode,alola,10
11046,A Passionate Heart That Smashes Even Rocks! Olivia and Brock!!,22,Sun & Moon: Ultra Legends,episode,alola,11
11047,Research Projects on Poni Island! Find the Island Kahuna!!,22,Sun & Moon: Ultra Legends,episode,alola,12
11048,Lycanroc Showdown! Ash VS Gladion!!,22,Sun & Moon: Ultra Legends,episode,alola,13
11049,We Have the Sea and We Have Valleys! Pokémon Evolution Training!!,22,Sun & Moon: Ultra Legends,episode,alola,14
11050,"Run, Kiawe! Surpass Yourself!!",22,Sun & Moon: Ultra Legends,episode,alola,15
11051,In Tapu Fini's Mist,22,Sun & Moon: Ultra Legends,episode,alola,16
11052,An Island Kahuna is Born! Ash's Grand Trial!!,22,Sun & Moon: Ultra Legends,episode,alola,17
11053,Hole in One at PokéGolf,22,Sun & Moon: Ultra Legends,episode,alola,18
11054,Arrival in Alola! Melty Metal Panic!!,22,Sun & Moon: Ultra Legends,episode,alola,19
11055,A New Species Has Been Discovered! I Got a Meltan!!,22,Sun & Moon: Ultra Legends,episode,alola,20
11056,A New Show?! The Tiny Melody of Magikarp,22,Sun & Moon: Ultra Legends,episode,alola,21
11057,Beauty and the Meowth!,22,Sun & Moon: Ultra Legends,episode,alola,22
11058,"Guzma, Emperor of Destruction!",22,Sun & Moon: Ultra Legends,episode,alola,23
11059,Lillie and the Secret Ingenuity Princess,22,Sun & Moon: Ultra Legends,episode,alola,24
11060,"Shaymin, Meltan and Sandy! Lost Explorers!!",22,Sun & Moon: Ultra Legends,episode,alola,25
11061,Aim for the Top Floor! The Explosive Dragon Gym!!,22,Sun & Moon: Ultra Legends,episode,alola,26
11062,Superspeed Vikavolt! The Awakening of Sophocles!!,22,Sun & Moon: Ultra Legends,episode,alola,27
11063,Lana Hooks a Kyogre?!,22,Sun & Moon: Ultra Legends,episode,alola,28
11064,Mallow's Valiant Effort! The Forest Pokémon Café!!,22,Sun & Moon: Ultra Legends,episode,alola,29
11065,You're Being Watched! Team Rocket's Alola Forms!!,22,Sun & Moon: Ultra Legends,episode,alola,30
11066,Master the Z-Move! Kiawe's Fierce Boot Camp!!,22,Sun & Moon: Ultra Legends,episode,alola,31
11067,Perfect Sharpness! Kartana has Arrived!,22,Sun & Moon: Ultra Legends,episode,alola,32
11068,Ash: A Timeless Encounter,22,Sun & Moon: Ultra Legends,episode,alola,33
11069,Pikachu's Exciting Expedition!,22,Sun & Moon: Ultra Legends,episode,alola,34
11070,Gladion & Lillie! Chasing a Father's Phantom!!,22,Sun & Moon: Ultra Legends,episode,alola,35
11071,The Curtain Rises! The Alola Pokémon League!!,22,Sun & Moon: Ultra Legends,episode,alola,36
11072,Brawl! Battle Royal 151!!,22,Sun & Moon: Ultra Legends,episode,alola,37
11073,Mallow & Lana! A Fully Powered Battle of Friendship!!,22,Sun & Moon: Ultra Legends,episode,alola,38
11074,Jessie VS James! A Battlefield of Love and Truth!!,22,Sun & Moon: Ultra Legends,episode,alola,39
11075,Overcome Decidueye!!,22,Sun & Moon: Ultra Legends,episode,alola,40
11076,A Birdacious Battle! Brave Bird VS Sky Attack!!,22,Sun & Moon: Ultra Legends,episode,alola,41
11077,Everyone's Fully Powered! The Road to the Semifinals!!,22,Sun & Moon: Ultra Legends,episode,alola,42
11078,The Semifinals! Kiawe VS Gladion!,22,Sun & Moon: Ultra Legends,episode,alola,43
11079,Rising Fire! More Than One Rival!!,22,Sun & Moon: Ultra Legends,episode,alola,44
11080,Guzma the Undefeated,22,Sun & Moon: Ultra Legends,episode,alola,45
11081,The Finals! The Ultimate Rival Showdown!!,22,Sun & Moon: Ultra Legends,episode,alola,46
11082,He's Born! The Alolan League Winner!,22,Sun & Moon: Ultra Legends,episode,alola,47
11083,Guzzlord Attacks! The Decisive Z-Move Battle!!,22,Sun & Moon: Ultra Legends,episode,alola,48
11084,Final Battle! Ash VS Kukui!!,22,Sun & Moon: Ultra Legends,episode,alola,49
11085,Burn with Passion! Get Filled with Intensity! A Full Battle!!!,22,Sun & Moon: Ultra Legends,episode,alola,50
11086,Conclusion! Incineroar VS Torracat!!,22,Sun & Moon: Ultra Legends,episode,alola,51
11087,The Greatest Z in Alola! Tapu Koko VS Pikachu!,22,Sun & Moon: Ultra Legends,episode,alola,52
11088,"The Sun, the Moon and Everyone's Dreams!",22,Sun & Moon: Ultra Legends,episode,alola,53
11089,"Thank You, Alola! Respective Departures!!",22,Sun & Moon: Ultra Legends,episode,alola,54
11090,Pikachu is Born!!,23,Journeys,episode,galar,1
11091,"On Lugia They Go, Ash and Goh!",23,Journeys,episode,galar,2
11092,"Ivysaur is Quite Mysterious, Don't You Think So?",23,Journeys,episode,galar,3
11093,Let's Go to the Galar Region! An Encounter with Scorbunny!!,23,Journeys,episode,galar,4
11094,Snorlax Grows Gigantic?! The Mystery of Dynamax!!,23,Journeys,episode,galar,5
11095,I'm Gonna Get a Ton of Pokémon! The Road to Mew!!,23,Journeys,episode,galar,6
11096,"The Hoenn Region, Site of Fierce Fights! The Battle Frontier Challenge!!",23,Journeys,episode,galar,7
11097,"Don't Give In, Piplup! An Ice Floe Race in the Sinnoh Region!!",23,Journeys,episode,galar,8
11098,The Pledge We Made That Day! The Ho-Oh Legend of the Johto Region!!,23,Journeys,episode,galar,9
11099,The Dragonite Paradise and the Dragonair Trial!,23,Journeys,episode,galar,10
11100,"Chloe, Yamper, and Sometimes Gengar Too!",23,Journeys,episode,galar,11
11101,"Dynamax Battle! Leon, The Greatest of Them All!!",23,Journeys,episode,galar,12
11102,Ash VS Leon! The Path to Power,23,Journeys,episode,galar,13
11103,The First Visit to the Unova Region! Raid Battle at the Ruins!!,23,Journeys,episode,galar,14
11104,Snow Day: Where is Cubone's Bone?,23,Journeys,episode,galar,15
11105,Ash Has Been Cursed...!,23,Journeys,episode,galar,16
11106,Scorbunny Use Your Flaming Kick! Face Tomorrow!!,23,Journeys,episode,galar,17
11107,Ash Joins In! The Pokémon World Championships!!,23,Journeys,episode,galar,18
11108,I Am Ditto!,23,Journeys,episode,galar,19
11109,Go Towards Your Dream! Ash and Go!!,23,Journeys,episode,galar,20
11110,"Hit Your Mark, Aura! Ash and the Mysterious Egg!!",23,Journeys,episode,galar,21
11111,Farewell Raboot!,23,Journeys,episode,galar,22
11112,Massive Panic! Cerise Park!!,23,Journeys,episode,galar,23
11113,"Rest, Team Rocket!",23,Journeys,episode,galar,24
11114,A Battle Festival Exploding With Life! VS Mega Lucario!!,23,Journeys,episode,galar,25
11115,"Splash! Magikarp
Crown Yourself Slowking",23,Journeys,episode,galar,26
11116,The Legend of Heroes! Leon's Ultimate Battle!,23,Journeys,episode,galar,27
11117,Sobble Sobs For What Reason?,23,Journeys,episode,galar,28
11118,One Crackling Fit of Jealousy: Yamper's Fantasy,23,Journeys,episode,galar,29
11119,The Reluctant Pikachu & The Exasperated Mr. Mime,23,Journeys,episode,galar,30
11120,Feebas and the Prism Scale,23,Journeys,episode,galar,31
11121,Celebi: A Timeless Promise,23,Journeys,episode,galar,32
11122,Who Wants to Trade Pokémon?,23,Journeys,episode,galar,33
11123,"Bea, the Lone Warrior! The Grapploct Menace!!",23,Journeys,episode,galar,34
11124,I Got Pikachu,23,Journeys,episode,galar,35
11125,"Crawl Out of the Sand Tomb, Ash and Goh!",23,Journeys,episode,galar,36
11126,"I Am Back! Nice To See You, Alola!",23,Journeys,episode,galar,37
11127,The Colossal Restoration & The Fossil Pokémon,23,Journeys,episode,galar,38
11128,Ash VS Bea! Overcome Octolock,23,Journeys,episode,galar,39
11129,VS Zapdos! Legendary Raid Battle,23,Journeys,episode,galar,40
11130,"Operation: Dub Pikachu
Half Marshtomp",23,Journeys,episode,galar,41
11131,Sword & Shield I: Slumbering Weald,23,Journeys,episode,galar,42
11132,Sword & Shield II: Darkest Day,23,Journeys,episode,galar,43
11133,Sword & Shield III: Eternatus,23,Journeys,episode,galar,44
11134,Sword & Shield IV: Ultimate Sword & Shield,23,Journeys,episode,galar,45
11135,Battling & Getting! Mewtwo Comes Back,23,Journeys,episode,galar,46
11136,Pokémon Champion! The Battle of Big Eaters!!,23,Journeys,episode,galar,47
11137,Almost Pikachu Crisis,23,Journeys,episode,galar,48
11138,Chloe & The Really Mysterious Eevee,24,Master Journeys,episode,galar,1
11139,Galar Fossils! Stick 'em Together!!,24,Master Journeys,episode,galar,2
11140,The Great Farfetch'd Trial!,24,Master Journeys,episode,galar,3
11141,Hands-On Agriculture Studies! Where is Diglett?!,24,Master Journeys,episode,galar,4
11142,"Getting a Legend?! Search for Suicune, the Guardian Deity of Water!!",24,Master Journeys,episode,galar,5
11143,Sobble In Possible!!,24,Master Journeys,episode,galar,6
11144,The Tale of You and Me in Glimwood Tangle!,24,Master Journeys,episode,galar,7
11145,Elite Four Wikstrom! The House of Chivalry,24,Master Journeys,episode,galar,8
11146,Love is a Psyduck!,24,Master Journeys,episode,galar,9
11147,"Panic! The Gulpin Ball!!
Come On, Chewtle Turtle Race",24,Master Journeys,episode,galar,10
11148,The Lost Grookey! Who is its Trainer!?,24,Master Journeys,episode,galar,11
11149,"Aim to Become Leek Master! Stay With Me, Chivalry!!",24,Master Journeys,episode,galar,12
11150,Leave Everything To Us! The Plusle and Minun Handymen!,24,Master Journeys,episode,galar,13
11151,Woebegone Drizzile!,24,Master Journeys,episode,galar,14
11152,Challenge! The Pokémon Water Obstacle Course!!,24,Master Journeys,episode,galar,15
11153,The Detested Absol!!,24,Master Journeys,episode,galar,16
11154,Dragon Battle! Ash VS Iris!!,24,Master Journeys,episode,galar,17
11155,Flabébé's White Flower!!,24,Master Journeys,episode,galar,18
11156,Pikachu the Suspect,24,Master Journeys,episode,galar,19
11157,Rivals for Goh?! The Road to Mew!!,24,Master Journeys,episode,galar,20
11158,I'd Like To Keep An Eye On Their First Errand!,24,Master Journeys,episode,galar,21
11159,Please Get Morpeko!!,24,Master Journeys,episode,galar,22
11160,Let's Go! Project Mew!!,24,Master Journeys,episode,galar,23
11161,Shuffle Panic in the Underground Labyrinth?!,24,Master Journeys,episode,galar,24
11162,"Commander Pikachu! Head Forth, Falinks!!",24,Master Journeys,episode,galar,25
11163,Darkrai's Midsummer Night's Dream,24,Master Journeys,episode,galar,26
11164,Cresselia's Midsummer Night's Light,24,Master Journeys,episode,galar,27
11165,Fully Powered! The Alola Desert Island Race!!,24,Master Journeys,episode,galar,28
11166,A Super-Electromagnetic Hyper Class Battle!,24,Master Journeys,episode,galar,29
11167,The Cerise Laboratories Become a Target!!,24,Master Journeys,episode,galar,30
11168,The Moon and the Sun; Chloe and Haruhi,24,Master Journeys,episode,galar,31
11169,Trial Mission! Volcarona's Golden Scales!!,24,Master Journeys,episode,galar,32
11170,A Clash?! BluePokémaniacs!,24,Master Journeys,episode,galar,33
11171,Alcremie's Super Sweet Battle?!,24,Master Journeys,episode,galar,34
11172,The Cleffa That Became A Star,24,Master Journeys,episode,galar,35
11173,The Lucarionite! Adventure on Mega Island!!,24,Master Journeys,episode,galar,36
11174,Rival Showdown! Ash VS Bea!!,24,Master Journeys,episode,galar,37
11175,Mega Evolution VS Gigantamax!,24,Master Journeys,episode,galar,38
11176,The Ice Queen and Glaceon,24,Master Journeys,episode,galar,39
11177,Trial Mission! The Deep Sea Diver Research Team!!,24,Master Journeys,episode,galar,40
11178,Dialga & Palkia! The Space-time Cataclysm!!,24,Master Journeys,episode,galar,41
11179,Dialga & Palkia! The Decisive Space-time Battle!!,24,Master Journeys,episode,galar,42
11180,The Ghost Train Departs...,25,Ultimate Journeys,episode,galar,1
11181,Gengar Does Its Best! The Road to Gigantamax!!,25,Ultimate Journeys,episode,galar,2
11182,Your Name is Francois,25,Ultimate Journeys,episode,galar,3
11183,The Heracross Loss and the Pinsir in Love,25,Ultimate Journeys,episode,galar,4
11184,Farewell! The Wandering Team Rocket,25,Ultimate Journeys,episode,galar,5
11185,Reach Space! Ampharos' Light,25,Ultimate Journeys,episode,galar,6
11186,Slowking! A Curry-zy Beautiful Encounter!!,25,Ultimate Journeys,episode,galar,7
11187,The Pokémon Circus! Flareon and Jolteon,25,Ultimate Journeys,episode,galar,8
11188,Marnie from Spikemuth,25,Ultimate Journeys,episode,galar,9
11189,A Full Coverage of Leon's Special Training!!,25,Ultimate Journeys,episode,galar,10
11190,The Thwackey with One Stick!,25,Ultimate Journeys,episode,galar,11
11191,Trial Mission: A Frozen Raid Battle!!,25,Ultimate Journeys,episode,galar,12
11192,Ash & Clemont! Special Friendship Training!!,25,Ultimate Journeys,episode,galar,13
11193,Ultra Class! VS Elite Four Drasna!,25,Ultimate Journeys,episode,galar,14
11194,Eevee and Sylveon! Encounters and Reunions!!,25,Ultimate Journeys,episode,galar,15
11195,A New Show! The Team Rocket Undercover Kingdom Radio!!,25,Ultimate Journeys,episode,galar,16
11196,"Help Us, Big Bro Yamper!",25,Ultimate Journeys,episode,galar,17
11197,Lucario & Greninja! The Aura of Fate!!,25,Ultimate Journeys,episode,galar,18
11198,VS Raihan! A Fight with Masters Eight on the Line!!,25,Ultimate Journeys,episode,galar,19
11199,The Traitorous Battle Royal!,25,Ultimate Journeys,episode,galar,20
11200,Mohn and Lillie: A Reunion on the Tundra!,25,Ultimate Journeys,episode,galar,21
11201,A Triumphant Return! The Alola Champion!!,25,Ultimate Journeys,episode,galar,22
11202,Last Mission! Get Regielki & Regidrago!!,25,Ultimate Journeys,episode,galar,23
11203,Fire Training Battle! Ash VS Paul!!,25,Ultimate Journeys,episode,galar,24
11204,The Curtain Rises! The Masters Tournament!!,25,Ultimate Journeys,episode,galar,25
11205,Champions' Pride! Lance VS Diantha!!,25,Ultimate Journeys,episode,galar,26
11206,VS Cynthia! Iris' Road to Dragon Master,25,Ultimate Journeys,episode,galar,27
11207,Ash Heads Into Battle! VS Steven!!,25,Ultimate Journeys,episode,galar,28
11208,Chloe and Eevee and the EV-io-lite Primer!,25,Ultimate Journeys,episode,galar,29
11209,The Possibilities are Endless for Chloe and Eevee!,25,Ultimate Journeys,episode,galar,30
11210,The Climax Begins: Ash's Masters Tournament Experience,25,Ultimate Journeys,episode,galar,31
11211,The Semifinals I: Sweep,25,Ultimate Journeys,episode,galar,32
11212,The Semifinals II: Dazzle,25,Ultimate Journeys,episode,galar,33
11213,The Semifinals III: Valor,25,Ultimate Journeys,episode,galar,34
11214,The Semifinals IV: Impact,25,Ultimate Journeys,episode,galar,35
11215,Go for Dream! Goh's Road to Mew!!,25,Ultimate Journeys,episode,galar,36
11216,Goh and Cinderace! The Place Where It All Began!!,25,Ultimate Journeys,episode,galar,37
11217,Climax! The Night Before the Decisive Match: Ash VS Leon!!,25,Ultimate Journeys,episode,galar,38
11218,The Finals I: Torrent,25,Ultimate Journeys,episode,galar,39
11219,The Finals II: Toying,25,Ultimate Journeys,episode,galar,40
11220,The Finals III: Strongest,25,Ultimate Journeys,episode,galar,41
11221,The Finals IV: Partner,25,Ultimate Journeys,episode,galar,42
11222,Project Mew,25,Ultimate Journeys,episode,galar,43
11223,The Future I Seize!,25,Ultimate Journeys,episode,galar,44
11224,Pokémon! I Am Glad I Got To Meet You,25,Ultimate Journeys,episode,galar,45
11225,Ash and Goh! Setting Off Anew!!,25,Ultimate Journeys,episode,galar,46
11226,The Wind of Beginnings! The Eon Path!!,25,Ultimate Journeys,episode,galar,47
11227,Ash VS Misty! A One-on-One on the Beach!!,25,Ultimate Journeys,episode,galar,48
11228,"Brock, Cilan and the Forest Witch!",25,Ultimate Journeys,episode,galar,49
11229,Beartic's Sigh!,25,Ultimate Journeys,episode,galar,50
11230,Enter the Squirtle Fire Brigade!,25,Ultimate Journeys,episode,galar,51
11231,And We're Looking at the Same Moon!,25,Ultimate Journeys,episode,galar,52
11232,Riding on Lapras!,25,Ultimate Journeys,episode,galar,53
11233,What Banette Is Looking For!,25,Ultimate Journeys,episode,galar,54
11234,Team Rocket's Counterattack!,25,Ultimate Journeys,episode,galar,55
11235,Ash & Latios!,25,Ultimate Journeys,episode,galar,56
11236,The Rainbow and the Pokémon Master!,25,Ultimate Journeys,episode,galar,57
